<<<<<<< HEAD
engine_chamber_pressure_time,engine_chamber_pressure,ethanol_injector_pressure_time,ethanol_injector_pressure,ethanol_injector_temperature_time,ethanol_injector_temperature,N2O_tank_temperature_bot_time,N2O_tank_temperature_bot,N2O_tank_temperature_top_time,N2O_tank_temperature_top,N2O_injector_temperature_time,N2O_injector_temperature,N2O_injector_pressure_time,N2O_injector_pressure,N2O_tank_pressure_time,N2O_tank_pressure,thrust1_time,thrust1,thrust2_time,thrust2,thrust3_time,thrust3,thrust4_time,thrust4,thrust5_time,thrust5,thrust6_time,thrust6
19:41:26.283,88,19:41:26.283,80,19:41:26.283,39,19:41:26.283,39,19:41:26.283,19,19:41:26.283,27,19:41:26.283,93,19:41:26.283,100,19:41:26.283,52,19:41:25.285,37,19:41:25.285,37,19:41:26.283,87,19:41:26.283,51,19:41:26.283,19
19:41:27.277,5,19:41:27.277,65,19:41:27.277,37,19:41:27.277,37,19:41:27.277,29,19:41:27.277,5,19:41:27.277,57,19:41:27.277,94,19:41:27.277,97,19:41:27.277,75,19:41:27.277,75,19:41:27.277,4,19:41:27.277,66,19:41:27.277,35
19:41:28.275,89,19:41:28.275,8,19:41:28.275,58,19:41:28.275,58,19:41:28.275,79,19:41:28.275,68,19:41:28.275,64,19:41:28.275,39,19:41:28.275,35,19:41:28.275,5,19:41:28.275,5,19:41:28.276,3,19:41:28.276,10,19:41:28.276,37
19:41:29.286,100,19:41:29.286,91,19:41:29.286,9,19:41:29.286,9,19:41:29.286,74,19:41:29.286,59,19:41:29.286,31,19:41:29.286,53,19:41:29.286,41,19:41:29.286,53,19:41:29.286,53,19:41:29.286,85,19:41:29.286,3,19:41:29.286,57
19:41:30.285,2,19:41:30.285,36,19:41:30.285,51,19:41:30.285,51,19:41:30.285,26,19:41:30.285,64,19:41:30.285,19,19:41:30.285,26,19:41:30.285,9,19:41:30.285,78,19:41:30.285,78,19:41:30.285,63,19:41:30.285,31,19:41:30.285,60
19:41:31.279,36,19:41:30.285,36,19:41:31.279,44,19:41:31.279,44,19:41:31.279,6,19:41:31.279,75,19:41:31.279,62,19:41:31.279,15,19:41:31.279,16,19:41:31.279,85,19:41:31.279,85,19:41:31.279,19,19:41:31.279,48,19:41:31.280,81
19:41:32.276,33,19:41:32.276,63,19:41:32.276,68,19:41:32.276,68,19:41:32.276,16,19:41:32.276,69,19:41:32.276,99,19:41:32.276,93,19:41:32.276,89,19:41:32.276,11,19:41:32.276,11,19:41:32.276,0,19:41:32.276,7,19:41:32.276,36
19:41:33.272,42,19:41:33.272,96,19:41:33.272,65,19:41:33.272,65,19:41:33.272,43,19:41:33.272,84,19:41:33.272,34,19:41:33.272,83,19:41:33.272,51,19:41:33.272,0,19:41:33.272,0,19:41:33.272,29,19:41:33.272,90,19:41:33.273,64
19:41:34.285,89,19:41:34.285,37,19:41:34.285,38,19:41:34.285,38,19:41:34.285,71,19:41:34.285,42,19:41:34.285,51,19:41:34.285,55,19:41:34.285,41,19:41:34.286,90,19:41:34.286,90,19:41:34.286,90,19:41:34.286,36,19:41:34.286,98
19:41:35.283,79,19:41:34.285,37,19:41:35.283,57,19:41:35.283,57,19:41:35.283,19,19:41:35.283,18,19:41:35.283,32,19:41:35.283,47,19:41:35.283,27,19:41:35.283,18,19:41:35.283,18,19:41:35.283,26,19:41:35.283,57,19:41:35.284,17
19:41:36.277,4,19:41:36.277,4,19:41:36.277,77,19:41:36.277,77,19:41:36.277,3,19:41:36.277,7,19:41:36.277,67,19:41:36.277,45,19:41:36.277,96,19:41:36.277,58,19:41:36.277,58,19:41:36.277,87,19:41:36.277,62,19:41:36.277,40
19:41:37.274,21,19:41:37.274,45,19:41:37.274,48,19:41:37.274,48,19:41:37.274,30,19:41:37.274,85,19:41:37.274,55,19:41:37.274,86,19:41:37.274,49,19:41:37.274,6,19:41:37.274,6,19:41:37.274,47,19:41:37.274,23,19:41:37.274,19
19:41:38.272,49,19:41:38.272,98,19:41:38.272,100,19:41:38.272,100,19:41:38.272,69,19:41:38.272,30,19:41:38.272,50,19:41:38.272,74,19:41:38.272,47,19:41:38.272,86,19:41:38.272,86,19:41:38.272,6,19:41:38.272,91,19:41:38.272,86
19:41:39.282,96,19:41:39.282,40,19:41:39.282,72,19:41:39.282,72,19:41:39.282,13,19:41:39.282,76,19:41:39.282,21,19:41:39.282,35,19:41:39.282,61,19:41:39.282,53,19:41:39.282,53,19:41:39.282,42,19:41:39.282,46,19:41:39.282,29
19:41:40.282,86,19:41:40.282,37,19:41:40.282,5,19:41:40.282,5,19:41:40.282,79,19:41:40.282,39,19:41:40.282,41,19:41:40.282,88,19:41:40.282,91,19:41:40.282,77,19:41:40.282,77,19:41:40.282,76,19:41:40.282,11,19:41:40.282,23
19:41:41.277,45,19:41:41.277,4,19:41:41.277,38,19:41:41.277,38,19:41:41.277,67,19:41:41.277,89,19:41:41.277,32,19:41:41.277,79,19:41:41.277,11,19:41:41.277,42,19:41:41.277,42,19:41:41.277,59,19:41:41.277,20,19:41:41.277,60
19:41:42.287,59,19:41:42.287,49,19:41:42.287,78,19:41:42.287,78,19:41:42.287,88,19:41:42.287,34,19:41:42.287,86,19:41:42.287,46,19:41:42.287,96,19:41:42.287,58,19:41:42.287,58,19:41:42.287,15,19:41:42.287,39,19:41:42.287,85
19:41:43.285,11,19:41:43.285,12,19:41:43.285,63,19:41:43.285,63,19:41:43.285,78,19:41:43.285,13,19:41:43.285,59,19:41:43.285,62,19:41:43.285,18,19:41:43.285,40,19:41:43.285,40,19:41:43.285,82,19:41:43.285,82,19:41:43.285,4
19:41:44.282,52,19:41:44.282,94,19:41:44.282,66,19:41:44.282,66,19:41:44.282,42,19:41:44.282,59,19:41:44.282,68,19:41:44.282,36,19:41:44.282,19,19:41:44.282,28,19:41:44.282,28,19:41:44.282,40,19:41:44.282,10,19:41:44.282,6
19:41:45.279,73,19:41:45.279,63,19:41:45.279,75,19:41:45.279,75,19:41:45.280,26,19:41:45.280,56,19:41:45.280,17,19:41:45.280,60,19:41:45.280,74,19:41:45.280,6,19:41:45.280,6,19:41:45.280,75,19:41:45.280,59,19:41:45.280,37
19:41:46.273,55,19:41:46.273,61,19:41:46.273,12,19:41:46.273,12,19:41:46.273,32,19:41:46.273,100,19:41:46.273,96,19:41:46.273,15,19:41:46.273,90,19:41:46.273,61,19:41:46.273,61,19:41:46.273,25,19:41:46.273,6,19:41:46.273,72
19:41:47.273,39,19:41:47.273,64,19:41:47.273,70,19:41:47.273,70,19:41:47.273,98,19:41:47.273,4,19:41:47.273,79,19:41:47.273,80,19:41:47.273,78,19:41:47.273,19,19:41:47.273,19,19:41:47.273,1,19:41:47.273,78,19:41:47.273,48
19:41:48.282,51,19:41:48.282,98,19:41:48.282,56,19:41:48.282,56,19:41:48.282,43,19:41:48.282,78,19:41:48.282,25,19:41:48.282,12,19:41:48.282,59,19:41:48.282,92,19:41:48.282,92,19:41:48.282,15,19:41:48.282,64,19:41:48.282,95
19:41:49.281,64,19:41:49.281,82,19:41:49.281,5,19:41:49.281,5,19:41:49.281,61,19:41:49.281,5,19:41:49.281,14,19:41:49.281,91,19:41:49.281,44,19:41:49.281,2,19:41:49.281,2,19:41:49.281,72,19:41:49.281,92,19:41:49.281,38
19:41:50.279,82,19:41:50.279,20,19:41:50.279,91,19:41:50.279,91,19:41:50.279,70,19:41:49.281,5,19:41:50.279,33,19:41:50.279,14,19:41:50.279,41,19:41:49.281,2,19:41:49.281,2,19:41:50.279,95,19:41:50.279,88,19:41:50.279,53
19:41:51.288,98,19:41:51.288,47,19:41:51.288,25,19:41:51.288,25,19:41:51.288,46,19:41:51.288,29,19:41:51.288,80,19:41:51.288,18,19:41:51.288,67,19:41:51.288,72,19:41:51.288,72,19:41:51.288,32,19:41:51.288,5,19:41:51.288,39
19:41:52.303,13,19:41:52.303,24,19:41:52.303,80,19:41:52.303,80,19:41:52.303,82,19:41:52.303,19,19:41:52.303,98,19:41:52.303,70,19:41:52.303,22,19:41:52.303,64,19:41:52.303,64,19:41:52.303,75,19:41:52.303,14,19:41:52.303,23
19:41:53.315,6,19:41:53.315,39,19:41:53.315,52,19:41:53.315,52,19:41:53.315,89,19:41:53.316,12,19:41:53.315,46,19:41:53.316,93,19:41:53.316,10,19:41:53.316,91,19:41:53.316,91,19:41:53.316,30,19:41:53.316,81,19:41:53.316,82
19:41:53.315,6,19:41:53.315,39,19:41:53.315,52,19:41:53.315,52,19:41:53.315,89,19:41:53.316,12,19:41:53.315,46,19:41:53.316,93,19:41:53.316,10,19:41:53.316,91,19:41:53.316,91,19:41:53.316,30,19:41:53.316,81,19:41:53.316,82
19:41:54.315,17,19:41:54.315,44,19:41:54.315,19,19:41:54.315,19,19:41:54.315,19,19:41:54.315,3,19:41:54.315,45,19:41:54.315,5,19:41:54.315,74,19:41:54.315,57,19:41:54.315,57,19:41:54.315,8,19:41:54.315,28,19:41:53.316,82
19:41:55.310,24,19:41:55.310,48,19:41:55.310,33,19:41:55.310,33,19:41:55.310,53,19:41:55.310,58,19:41:55.310,66,19:41:55.310,33,19:41:55.310,88,19:41:55.310,15,19:41:55.310,15,19:41:55.310,21,19:41:55.310,84,19:41:55.310,23
19:41:56.308,97,19:41:56.308,8,19:41:56.308,59,19:41:56.308,59,19:41:56.308,84,19:41:56.308,56,19:41:56.308,75,19:41:56.308,26,19:41:56.308,38,19:41:56.308,95,19:41:56.308,95,19:41:56.308,60,19:41:56.308,12,19:41:56.308,13
19:41:57.318,14,19:41:57.318,91,19:41:57.318,38,19:41:57.318,38,19:41:57.318,76,19:41:57.318,83,19:41:57.318,78,19:41:57.318,47,19:41:57.318,69,19:41:57.318,25,19:41:57.318,25,19:41:57.318,0,19:41:57.318,89,19:41:57.318,41
19:41:58.313,90,19:41:58.313,21,19:41:58.313,28,19:41:58.313,28,19:41:58.313,6,19:41:58.313,20,19:41:58.313,36,19:41:58.313,98,19:41:58.313,62,19:41:58.313,77,19:41:58.313,77,19:41:58.313,1,19:41:58.314,51,19:41:58.314,95
19:42:00.308,48,19:42:00.308,7,19:42:00.308,97,19:42:00.308,97,19:42:00.308,20,19:42:00.309,12,19:42:00.309,13,19:42:00.309,98,19:42:00.309,68,19:42:00.309,42,19:42:00.309,42,19:42:00.309,4,19:42:00.309,91,19:42:00.309,15
19:42:01.304,55,19:42:01.304,20,19:42:01.304,62,19:42:01.304,62,19:42:01.304,81,19:42:01.304,23,19:42:01.304,50,19:42:01.304,22,19:42:01.304,10,19:42:01.304,9,19:42:01.304,9,19:42:01.304,34,19:42:01.304,40,19:42:01.304,35
19:42:02.312,26,19:42:02.312,76,19:42:02.312,15,19:42:02.312,15,19:42:02.312,36,19:42:02.312,14,19:42:02.312,4,19:42:02.312,72,19:42:02.312,23,19:42:02.312,1,19:42:02.312,1,19:42:02.312,84,19:42:02.312,71,19:42:02.312,44
=======
engine_chamber_pressure_time,engine_chamber_pressure,ethanol_injector_pressure_time,ethanol_injector_pressure,ethanol_injector_temperature_time,ethanol_injector_temperature,N2O_tank_temperature_bot_time,N2O_tank_temperature_bot,N2O_tank_temperature_top_time,N2O_tank_temperature_top,N2O_injector_temperature_time,N2O_injector_temperature,N2O_injector_pressure_time,N2O_injector_pressure,N2O_tank_pressure_time,N2O_tank_pressure,thrust1_time,thrust1,thrust2_time,thrust2,thrust3_time,thrust3,thrust4_time,thrust4,thrust5_time,thrust5,thrust6_time,thrust6
19:40:56.289,2,00:00:00.000,0,00:00:00.000,0,00:00:00.000,0,00:00:00.000,0,00:00:00.000,0,19:40:56.480,0,00:00:00.000,0,00:00:00.000,0,00:00:00.000,0,00:00:00.000,0,00:00:00.000,0,00:00:00.000,0,00:00:00.000,0
19:40:56.289,2,19:40:56.448,1,19:40:56.464,12,19:40:56.464,12,19:40:56.480,0,19:40:56.512,3,19:40:56.480,0,19:40:56.512,5,19:40:56.528,0,19:40:56.544,0,19:40:56.544,0,19:40:56.560,0,19:40:56.575,91,19:40:56.575,0
19:40:57.286,86,19:40:57.286,27,19:40:57.286,54,19:40:57.286,54,19:40:57.286,92,19:40:57.286,37,19:40:57.286,45,19:40:57.286,6,19:40:57.286,2,19:40:57.286,48,19:40:57.286,48,19:40:57.286,12,19:40:57.286,12,19:40:57.286,22
19:40:58.284,48,19:40:58.284,29,19:40:58.284,22,19:40:58.284,22,19:40:58.284,93,19:40:58.284,63,19:40:58.284,19,19:40:58.284,47,19:40:58.284,66,19:40:58.284,25,19:40:58.284,25,19:40:58.284,44,19:40:58.284,38,19:40:58.285,30
19:40:59.283,50,19:40:59.283,68,19:40:59.283,28,19:40:59.283,28,19:40:59.283,1,19:40:59.283,64,19:40:59.283,23,19:40:59.283,23,19:40:59.283,13,19:40:59.283,68,19:40:59.283,68,19:40:59.283,1,19:40:59.283,5,19:40:59.283,93
19:41:00.279,66,19:41:00.280,91,19:41:00.280,21,19:41:00.280,21,19:41:00.280,61,19:41:00.280,12,19:41:00.280,100,19:41:00.280,6,19:41:00.280,59,19:41:00.280,90,19:41:00.280,90,19:41:00.280,22,19:41:00.280,43,19:41:00.280,42
19:41:01.278,67,19:41:01.279,31,19:41:01.279,73,19:41:01.279,73,19:41:01.279,12,19:41:01.279,82,19:41:01.279,9,19:41:01.279,41,19:41:01.279,4,19:41:01.279,78,19:41:01.279,78,19:41:01.279,59,19:41:01.279,11,19:41:01.279,73
19:41:02.276,89,19:41:02.276,45,19:41:02.276,82,19:41:02.276,82,19:41:02.276,99,19:41:02.276,52,19:41:02.276,95,19:41:02.276,60,19:41:02.276,46,19:41:02.276,70,19:41:02.276,70,19:41:02.276,84,19:41:02.276,67,19:41:02.276,79
19:41:03.272,5,19:41:03.272,67,19:41:03.273,93,19:41:03.273,93,19:41:03.273,32,19:41:03.273,71,19:41:03.273,14,19:41:03.273,9,19:41:03.273,97,19:41:03.273,95,19:41:03.273,95,19:41:03.273,54,19:41:03.273,70,19:41:03.273,0
19:41:04.286,79,19:41:04.286,17,19:41:04.286,87,19:41:04.286,87,19:41:04.286,59,19:41:04.286,74,19:41:04.286,32,19:41:04.286,6,19:41:04.286,54,19:41:04.286,64,19:41:04.286,64,19:41:04.286,70,19:41:04.286,44,19:41:04.286,13
19:41:05.283,24,19:41:05.283,51,19:41:05.283,62,19:41:05.283,62,19:41:05.283,4,19:41:05.283,19,19:41:05.283,8,19:41:05.283,82,19:41:05.283,1,19:41:05.283,43,19:41:05.283,43,19:41:05.283,47,19:41:05.283,8,19:41:05.283,52
19:41:06.282,80,19:41:06.282,14,19:41:06.282,79,19:41:06.282,79,19:41:06.282,32,19:41:06.282,33,19:41:06.282,98,19:41:06.282,85,19:41:06.282,61,19:41:06.282,8,19:41:06.282,8,19:41:06.282,40,19:41:06.282,57,19:41:06.282,88
19:41:07.276,14,19:41:07.276,48,19:41:07.276,86,19:41:07.276,86,19:41:07.276,27,19:41:07.276,22,19:41:07.276,92,19:41:07.276,37,19:41:07.277,80,19:41:07.277,27,19:41:07.277,27,19:41:07.277,6,19:41:07.277,5,19:41:07.277,3
19:41:08.286,61,19:41:08.286,59,19:41:08.286,21,19:41:08.286,21,19:41:08.286,67,19:41:08.286,80,19:41:08.286,15,19:41:08.286,86,19:41:08.286,28,19:41:08.286,16,19:41:08.286,16,19:41:08.286,76,19:41:08.286,38,19:41:08.286,96
19:41:09.281,37,19:41:09.281,44,19:41:09.281,18,19:41:09.281,18,19:41:09.281,97,19:41:09.281,57,19:41:09.281,75,19:41:09.281,81,19:41:09.281,4,19:41:09.281,95,19:41:09.281,95,19:41:09.281,0,19:41:09.281,87,19:41:09.281,6
19:41:10.275,73,19:41:10.275,88,19:41:10.275,22,19:41:10.275,22,19:41:10.275,32,19:41:10.275,34,19:41:10.275,47,19:41:10.275,100,19:41:10.275,49,19:41:10.275,73,19:41:10.275,73,19:41:10.275,62,19:41:10.276,82,19:41:10.276,72
19:41:11.280,21,19:41:11.280,2,19:41:11.280,45,19:41:11.280,45,19:41:11.280,68,19:41:11.280,49,19:41:11.280,91,19:41:11.280,66,19:41:11.280,19,19:41:11.280,32,19:41:11.280,32,19:41:11.280,57,19:41:11.280,84,19:41:11.280,58
19:41:12.275,86,19:41:12.275,85,19:41:12.275,36,19:41:12.275,36,19:41:12.275,1,19:41:12.275,88,19:41:12.275,46,19:41:12.275,38,19:41:12.275,30,19:41:12.275,11,19:41:12.275,11,19:41:12.275,11,19:41:12.275,68,19:41:12.275,79
19:41:13.285,51,19:41:13.285,73,19:41:13.285,33,19:41:13.285,33,19:41:13.285,16,19:41:13.285,18,19:41:13.285,33,19:41:13.285,97,19:41:13.285,43,19:41:13.285,67,19:41:13.285,67,19:41:13.285,66,19:41:13.285,99,19:41:13.285,82
19:41:14.282,61,19:41:14.282,2,19:41:14.282,89,19:41:14.282,89,19:41:14.282,13,19:41:14.282,57,19:41:14.282,74,19:41:14.282,17,19:41:14.282,1,19:41:14.282,27,19:41:14.282,27,19:41:14.283,56,19:41:14.283,24,19:41:14.283,55
19:41:15.277,96,19:41:15.277,18,19:41:15.277,68,19:41:15.277,68,19:41:15.277,73,19:41:15.277,5,19:41:15.277,34,19:41:15.277,88,19:41:15.277,45,19:41:15.278,34,19:41:15.278,34,19:41:15.278,36,19:41:15.278,6,19:41:15.278,88
19:41:16.287,82,19:41:16.287,30,19:41:16.287,74,19:41:16.287,74,19:41:16.287,91,19:41:16.287,83,19:41:16.287,0,19:41:16.287,79,19:41:16.287,67,19:41:16.287,43,19:41:16.287,43,19:41:16.287,85,19:41:16.288,96,19:41:16.288,87
19:41:17.283,44,19:41:17.283,27,19:41:17.283,64,19:41:17.283,64,19:41:17.283,43,19:41:17.283,77,19:41:17.283,67,19:41:17.283,42,19:41:17.283,87,19:41:17.284,40,19:41:17.284,40,19:41:17.284,27,19:41:17.284,56,19:41:17.284,60
19:41:18.279,71,19:41:18.279,44,19:41:18.279,80,19:41:18.279,80,19:41:18.279,30,19:41:18.279,32,19:41:18.279,61,19:41:18.279,88,19:41:18.279,9,19:41:18.279,19,19:41:18.279,19,19:41:18.279,91,19:41:18.279,54,19:41:18.279,70
19:41:19.277,14,19:41:19.277,45,19:41:19.277,77,19:41:19.277,77,19:41:19.277,43,19:41:19.277,28,19:41:19.277,81,19:41:19.277,12,19:41:19.277,3,19:41:19.277,14,19:41:19.277,14,19:41:19.277,39,19:41:19.277,72,19:41:19.277,51
