engine_chamber_pressure_time,engine_chamber_pressure,ethanol_injector_pressure_time,ethanol_injector_pressure,ethanol_injector_temperature_time,ethanol_injector_temperature,ethanol_tank_mass_time,ethanol_tank_mass,ethanol_tank_pressure_time,ethanol_tank_pressure,ethanol_tank_temperature_time,ethanol_tank_temperature,N2O_injector_pressure_time,N2O_injector_pressure,N2O_injector_temperature_time,N2O_injector_temperature,N2O_tank_mass_time,N2O_tank_mass,N2O_tank_pressure_time,N2O_tank_pressure,N2O_tank_temperature_bot_time,N2O_tank_temperature_bot,N2O_tank_temperature_top_time,N2O_tank_temperature_top,nitrogen_tank_pressure_time,nitrogen_tank_pressure,thrust1_time,thrust1,thrust2_time,thrust2,thrust3_time,thrust3,thrust4_time,thrust4
13:13:04.33,16.50,13:13:03.83,23.00,13:13:03.39,30.00,13:13:04.54,7.25,13:13:04.01,60.00,13:13:03.75,20.00,13:13:04.47,26.00,13:13:04.36,-4.00,13:13:04.61,6.47,13:13:04.31,53.00,13:13:04.45,20.00,13:13:03.97,-22.00,13:13:03.73,58.00,13:13:04.61,870.26,13:13:04.61,839.14,13:13:04.61,707.98,13:13:04.61,656.82
13:13:04.50,16.00,13:13:04.03,23.00,13:13:03.56,29.00,13:13:04.68,7.15,13:13:04.20,59.00,13:13:03.78,15.00,13:13:04.58,20.00,13:13:04.44,-3.00,13:13:04.73,6.36,13:13:04.39,57.00,13:13:04.58,20.10,13:13:04.08,-22.00,13:13:03.78,60.00,13:13:04.76,855.69,13:13:04.76,722.55,13:13:04.76,863.26,13:13:04.76,672.31
13:13:04.59,17.00,13:13:04.04,22.00,13:13:03.58,30.00,13:13:04.78,7.04,13:13:04.23,60.00,13:13:03.87,18.00,13:13:04.64,25.00,13:13:04.58,-3.00,13:13:04.84,6.21,13:13:04.45,60.00,13:13:04.64,20.00,13:13:04.15,-21.00,13:13:03.93,58.00,13:13:04.85,744.31,13:13:04.85,877.45,13:13:04.85,863.26,13:13:04.87,684.25
13:13:04.74,16.50,13:13:04.19,22.00,13:13:03.62,23.00,13:13:04.89,6.93,13:13:04.34,58.00,13:13:03.92,18.00,13:13:04.68,26.00,13:13:04.59,-5.00,13:13:04.89,6.15,13:13:04.58,57.00,13:13:04.76,20.10,13:13:04.23,-22.10,13:13:03.98,60.00,13:13:04.96,707.49,13:13:04.96,819.97,13:13:04.96,702.01,13:13:05.00,696.27
13:13:04.84,16.00,13:13:04.22,22.10,13:13:03.64,30.00,13:13:05.00,6.83,13:13:04.39,58.00,13:13:04.00,18.00,13:13:04.76,25.00,13:13:04.70,0.00,13:13:05.00,6.03,13:13:04.59,58.00,13:13:04.82,5.00,13:13:04.26,-23.00,13:13:04.11,53.00,13:13:05.06,780.03,13:13:05.06,704.51,13:13:05.06,770.30,13:13:05.07,704.75
13:13:04.96,16.00,13:13:04.34,21.00,13:13:03.78,30.00,13:13:05.09,6.74,13:13:04.54,58.00,13:13:04.11,15.00,13:13:04.81,26.00,13:13:04.73,-3.00,13:13:05.09,5.92,13:13:04.65,59.00,13:13:04.87,5.00,13:13:04.40,-22.00,13:13:04.15,58.00,13:13:05.18,897.99,13:13:05.20,887.63,13:13:05.20,848.18,13:13:05.23,723.34
13:13:05.04,17.00,13:13:04.39,22.00,13:13:03.78,30.00,13:13:05.24,6.56,13:13:04.65,60.00,13:13:04.22,18.00,13:13:05.00,25.00,13:13:04.87,0.00,13:13:05.27,5.67,13:13:04.81,58.00,13:13:05.04,20.00,13:13:04.47,-23.00,13:13:04.31,53.00,13:13:05.35,744.31,13:13:05.40,700.50,13:13:05.40,789.96,13:13:05.43,745.00
13:13:05.12,16.00,13:13:04.58,23.00,13:13:03.83,23.00,13:13:05.40,6.41,13:13:04.81,59.00,13:13:04.36,20.00,13:13:05.04,25.30,13:13:05.01,-4.00,13:13:05.43,5.47,13:13:04.96,59.00,13:13:05.12,20.30,13:13:04.65,-22.10,13:13:04.36,58.00,13:13:05.48,716.94,13:13:05.52,882.35,13:13:05.52,856.73,13:13:05.54,756.48
13:13:05.18,16.00,13:13:04.59,22.00,13:13:03.84,30.00,13:13:05.48,6.33,13:13:04.84,58.00,13:13:04.42,18.00,13:13:05.09,25.00,13:13:05.07,0.00,13:13:05.51,5.39,13:13:05.01,57.00,13:13:05.20,20.00,13:13:04.68,-22.00,13:13:04.40,60.00,13:13:05.54,780.03,13:13:05.60,863.26,13:13:05.60,722.55,13:13:05.62,764.62
13:13:05.26,16.00,13:13:04.70,22.00,13:13:04.00,30.00,13:13:05.60,6.18,13:13:05.01,58.00,13:13:04.78,20.00,13:13:05.24,22.00,13:13:05.23,-1.00,13:13:05.63,5.22,13:13:05.15,60.00,13:13:05.34,5.00,13:13:04.81,-22.00,13:13:04.54,59.00,13:13:05.70,898.23,13:13:05.74,700.50,13:13:05.74,810.04,13:13:05.77,779.15
13:13:05.31,16.00,13:13:04.78,23.00,13:13:04.03,23.00,13:13:05.68,6.09,13:13:05.06,58.00,13:13:04.84,18.00,13:13:05.37,25.00,13:13:05.34,-3.00,13:13:05.73,5.12,13:13:05.20,57.00,13:13:05.43,6.00,13:13:04.87,-22.00,13:13:04.58,56.00,13:13:05.79,819.97,13:13:05.82,827.90,13:13:05.82,896.03,13:13:05.84,787.08
13:13:05.40,17.00,13:13:04.89,22.00,13:13:04.04,30.00,13:13:05.80,5.96,13:13:05.24,58.00,13:13:05.04,15.00,13:13:05.43,26.00,13:13:05.43,0.00,13:13:05.85,4.94,13:13:05.37,60.00,13:13:05.60,6.00,13:13:05.00,-21.00,13:13:04.78,58.00,13:13:05.88,716.94,13:13:05.91,888.52,13:13:05.94,712.37,13:13:05.94,798.03
13:13:05.48,17.00,13:13:05.00,23.00,13:13:04.20,30.00,13:13:05.88,5.87,13:13:05.35,59.00,13:13:05.15,15.00,13:13:05.52,20.00,13:13:05.51,-4.00,13:13:05.94,4.82,13:13:05.43,59.00,13:13:05.66,20.00,13:13:05.04,-22.00,13:13:04.78,58.00,13:13:05.96,707.49,13:13:05.98,789.96,13:13:06.01,722.55,13:13:06.01,804.27
13:13:05.63,17.00,13:13:05.06,22.10,13:13:04.26,30.00,13:13:06.02,5.72,13:13:05.46,58.00,13:13:05.18,18.00,13:13:05.62,22.00,13:13:05.60,-1.00,13:13:06.04,4.71,13:13:05.54,53.00,13:13:05.77,20.00,13:13:05.20,-23.00,13:13:05.00,58.00,13:13:06.04,780.03,13:13:06.06,700.00,13:13:06.09,855.16,13:13:06.09,811.93
13:13:05.77,17.00,13:13:05.09,23.00,13:13:04.40,30.00,13:13:06.10,5.64,13:13:05.48,60.00,13:13:05.31,20.00,13:13:05.70,25.00,13:13:05.68,-4.00,13:13:06.15,4.59,13:13:05.60,57.00,13:13:05.85,5.00,13:13:05.27,-22.00,13:13:05.01,56.00,13:13:06.15,883.06,13:13:06.17,846.52,13:13:06.20,848.18,13:13:06.20,822.45
13:13:05.85,16.00,13:13:05.20,22.00,13:13:04.47,30.00,13:13:06.20,5.53,13:13:05.60,58.00,13:13:05.37,18.00,13:13:05.80,22.00,13:13:05.77,-3.00,13:13:06.23,4.47,13:13:05.68,60.00,13:13:05.98,20.30,13:13:05.48,-22.10,13:13:05.20,56.00,13:13:06.23,883.06,13:13:06.24,892.74,13:13:06.27,717.65,13:13:06.27,829.87
13:13:05.98,17.00,13:13:05.27,23.00,13:13:04.64,30.00,13:13:06.29,5.43,13:13:05.68,60.00,13:13:05.54,15.00,13:13:05.96,25.30,13:13:05.87,-4.00,13:13:06.32,4.35,13:13:05.82,58.00,13:13:06.13,6.00,13:13:05.52,-22.00,13:13:05.34,53.00,13:13:06.31,800.00,13:13:06.31,800.00,13:13:06.34,716.59,13:13:06.34,835.77
13:13:06.09,17.00,13:13:05.38,21.00,13:13:04.70,30.00,13:13:06.34,5.38,13:13:05.79,56.00,13:13:05.68,18.00,13:13:06.09,20.00,13:13:05.94,-3.00,13:13:06.37,4.30,13:13:05.94,53.00,13:13:06.15,20.10,13:13:05.66,-22.10,13:13:05.54,53.00,13:13:06.40,707.98,13:13:06.40,701.66,13:13:06.44,887.63,13:13:06.44,845.82
13:13:06.18,17.00,13:13:05.45,22.10,13:13:04.84,30.00,13:13:06.41,5.29,13:13:05.82,59.00,13:13:05.74,18.00,13:13:06.13,26.00,13:13:05.98,-1.00,13:13:06.41,4.24,13:13:05.96,60.00,13:13:06.21,20.00,13:13:05.70,-23.00,13:13:05.56,60.00,13:13:06.48,716.94,13:13:06.48,810.04,13:13:06.52,856.73,13:13:06.52,852.87
13:13:06.26,16.00,13:13:05.60,22.00,13:13:04.89,30.00,13:13:06.55,5.14,13:13:06.02,59.00,13:13:05.96,18.00,13:13:06.31,26.00,13:13:06.17,-1.00,13:13:06.60,4.01,13:13:06.21,57.00,13:13:06.35,20.00,13:13:05.80,-23.00,13:13:05.80,56.00,13:13:06.63,883.06,13:13:06.62,839.14,13:13:06.66,711.48,13:13:06.66,865.30
13:13:06.35,16.50,13:13:05.68,23.00,13:13:05.01,29.00,13:13:06.66,5.02,13:13:06.17,59.00,13:13:06.13,20.00,13:13:06.38,25.00,13:13:06.32,-3.00,13:13:06.68,3.91,13:13:06.35,53.00,13:13:06.48,20.10,13:13:05.88,-22.00,13:13:05.82,55.00,13:13:06.73,883.06,13:13:06.71,702.01,13:13:06.77,863.26,13:13:06.77,873.35
13:13:06.49,17.00,13:13:05.79,23.00,13:13:05.04,30.00,13:13:06.73,4.95,13:13:06.21,58.00,13:13:06.15,18.00,13:13:06.49,26.00,13:13:06.38,-3.00,13:13:06.74,3.83,13:13:06.40,59.40,13:13:06.59,5.00,13:13:06.02,-22.00,13:13:05.96,60.00,13:13:06.79,819.97,13:13:06.77,722.55,13:13:06.82,896.03,13:13:06.82,878.56
13:13:06.55,16.50,13:13:05.91,22.00,13:13:05.20,29.00,13:13:06.82,4.85,13:13:06.27,60.00,13:13:06.32,20.00,13:13:06.65,20.00,13:13:06.55,0.00,13:13:06.88,3.66,13:13:06.55,53.00,13:13:06.73,20.00,13:13:06.20,-21.00,13:13:06.01,56.00,13:13:06.93,700.00,13:13:06.93,870.71,13:13:07.01,722.55,13:13:07.01,893.81
13:13:06.63,30.00,13:13:06.02,22.00,13:13:05.23,30.00,13:13:06.88,4.78,13:13:06.38,58.00,13:13:06.35,15.00,13:13:06.71,25.30,13:13:06.63,-4.00,13:13:06.96,3.57,13:13:06.60,59.40,13:13:06.82,20.10,13:13:06.21,-23.00,13:13:06.04,60.00,13:13:07.03,760.86,13:13:07.03,717.65,13:13:07.07,800.00,13:13:07.07,897.49
13:13:06.66,16.00,13:13:06.23,22.00,13:13:05.43,29.00,13:13:07.01,4.66,13:13:06.41,58.00,13:13:06.40,20.00,13:13:06.77,25.00,13:13:06.68,-4.00,13:13:07.07,3.45,13:13:06.68,59.00,13:13:06.92,20.00,13:13:06.29,-22.00,13:13:06.20,58.00,13:13:07.13,883.06,13:13:07.13,789.96,13:13:07.18,870.71,13:13:07.18,907.01
13:13:06.77,16.50,13:13:06.27,22.00,13:13:05.45,30.00,13:13:07.09,4.56,13:13:06.59,59.00,13:13:06.41,18.00,13:13:06.92,25.30,13:13:06.74,0.00,13:13:07.18,3.33,13:13:06.77,53.00,13:13:07.03,5.62,13:13:06.32,-22.00,13:13:06.23,55.00,13:13:07.24,883.06,13:13:07.24,899.50,13:13:07.26,762.60,13:13:07.26,911.59
13:13:06.84,30.00,13:13:06.32,22.00,13:13:05.63,30.00,13:13:07.18,4.47,13:13:06.63,58.00,13:13:06.48,18.00,13:13:07.01,30.00,13:13:06.85,-5.00,13:13:07.26,3.23,13:13:06.82,57.00,13:13:07.06,20.00,13:13:06.44,-22.00,13:13:06.35,53.00,13:13:07.32,781.26,13:13:07.32,772.10,13:13:07.34,716.59,13:13:07.34,918.34
13:13:06.96,16.50,13:13:06.40,23.00,13:13:05.68,23.00,13:13:07.26,4.39,13:13:06.68,60.00,13:13:06.60,20.00,13:13:07.12,26.00,13:13:07.01,-4.00,13:13:07.37,3.09,13:13:06.88,59.00,13:13:07.18,20.10,13:13:06.51,-22.00,13:13:06.40,58.00,13:13:07.43,702.01,13:13:07.43,711.48,13:13:07.45,887.63,13:13:07.45,925.88
13:13:07.04,30.00,13:13:06.49,23.00,13:13:05.70,30.00,13:13:07.34,4.28,13:13:06.85,59.00,13:13:06.66,18.00,13:13:07.24,25.00,13:13:07.07,-4.00,13:13:07.50,2.94,13:13:07.03,57.00,13:13:07.26,20.00,13:13:06.65,-22.00,13:13:06.44,60.00,13:13:07.56,800.00,13:13:07.53,882.35,13:13:07.53,856.73,13:13:07.56,933.16
13:13:07.09,16.00,13:13:06.60,23.00,13:13:05.80,29.00,13:13:07.46,4.16,13:13:06.88,60.00,13:13:06.77,15.00,13:13:07.32,25.00,13:13:07.24,-5.00,13:13:07.59,2.84,13:13:07.10,60.00,13:13:07.34,20.10,13:13:06.71,-23.00,13:13:06.59,59.00,13:13:07.62,870.26,13:13:07.62,839.14,13:13:07.62,707.98,13:13:07.64,938.11
13:13:07.18,16.50,13:13:06.66,22.10,13:13:05.91,30.00,13:13:07.56,4.05,13:13:07.01,58.00,13:13:06.85,15.00,13:13:07.45,26.00,13:13:07.32,-3.00,13:13:07.65,2.77,13:13:07.26,58.00,13:13:07.42,20.00,13:13:06.82,-23.00,13:13:06.65,60.00,13:13:07.68,900.00,13:13:07.70,712.37,13:13:07.70,751.82,13:13:07.71,942.89
13:13:07.21,17.00,13:13:06.79,21.00,13:13:06.06,30.00,13:13:07.65,3.95,13:13:07.18,60.00,13:13:06.93,20.00,13:13:07.59,30.00,13:13:07.42,-5.00,13:13:07.75,2.68,13:13:07.37,53.00,13:13:07.61,5.00,13:13:06.92,-23.00,13:13:06.77,53.00,13:13:07.79,800.00,13:13:07.83,855.16,13:13:07.83,883.41,13:13:07.84,951.09
13:13:07.24,30.00,13:13:06.88,22.00,13:13:06.09,23.00,13:13:07.73,3.86,13:13:07.26,59.00,13:13:07.07,15.00,13:13:07.64,25.00,13:13:07.50,-1.00,13:13:07.84,2.54,13:13:07.50,58.00,13:13:07.67,20.00,13:13:07.03,-23.00,13:13:06.85,60.00,13:13:07.89,707.98,13:13:07.90,888.52,13:13:07.90,753.48,13:13:07.92,955.37
13:13:07.31,17.00,13:13:06.92,23.00,13:13:06.10,30.00,13:13:07.84,3.73,13:13:07.39,59.00,13:13:07.21,20.00,13:13:07.68,25.30,13:13:07.64,-5.00,13:13:07.94,2.44,13:13:07.61,53.00,13:13:07.76,20.00,13:13:07.10,-22.00,13:13:06.96,53.00,13:13:07.98,728.85,13:13:08.01,736.74,13:13:08.01,722.55,13:13:08.04,961.85
13:13:07.42,16.00,13:13:07.01,21.00,13:13:06.23,29.00,13:13:07.98,3.58,13:13:07.53,60.00,13:13:07.42,20.00,13:13:07.83,25.00,13:13:07.71,0.00,13:13:08.09,2.27,13:13:07.70,59.00,13:13:07.90,20.30,13:13:07.26,-22.00,13:13:07.18,53.00,13:13:08.14,892.02,13:13:08.15,846.52,13:13:08.15,888.52,13:13:08.18,967.85
13:13:07.50,17.00,13:13:07.03,22.00,13:13:06.26,30.00,13:13:08.11,3.45,13:13:07.64,58.00,13:13:07.46,18.00,13:13:07.92,25.00,13:13:07.84,-4.00,13:13:08.15,2.21,13:13:07.76,60.00,13:13:07.94,20.00,13:13:07.43,-21.00,13:13:07.21,58.00,13:13:08.23,871.15,13:13:08.26,877.45,13:13:08.26,736.74,13:13:08.28,972.68
13:13:07.67,17.00,13:13:07.21,23.00,13:13:06.29,23.00,13:13:08.22,3.35,13:13:07.79,53.00,13:13:07.61,15.00,13:13:07.98,25.00,13:13:07.92,-3.00,13:13:08.31,2.05,13:13:07.92,58.00,13:13:08.11,20.00,13:13:07.56,-23.00,13:13:07.39,60.00,13:13:08.37,716.94,13:13:08.39,701.66,13:13:08.39,818.12,13:13:08.40,977.75
13:13:07.75,17.00,13:13:07.24,22.00,13:13:06.32,30.00,13:13:08.28,3.27,13:13:07.84,58.00,13:13:07.64,18.00,13:13:08.09,22.00,13:13:08.04,-3.00,13:13:08.39,1.97,13:13:07.94,59.00,13:13:08.18,5.00,13:13:07.65,-21.00,13:13:07.42,58.00,13:13:08.47,716.94,13:13:08.50,863.26,13:13:08.50,877.45,13:13:08.51,981.77
13:13:07.84,17.00,13:13:07.31,23.00,13:13:06.41,29.00,13:13:08.45,3.09,13:13:08.01,53.00,13:13:07.67,18.00,13:13:08.18,25.00,13:13:08.11,-3.00,13:13:08.51,1.84,13:13:08.11,59.00,13:13:08.26,20.30,13:13:07.68,-22.00,13:13:07.45,56.00,13:13:08.53,780.03,13:13:08.61,839.14,13:13:08.59,722.55,13:13:08.59,984.43
13:13:07.86,16.00,13:13:07.42,23.00,13:13:06.49,23.00,13:13:08.56,2.98,13:13:08.09,59.00,13:13:07.79,18.00,13:13:08.28,22.00,13:13:08.22,-5.00,13:13:08.61,1.75,13:13:08.12,58.00,13:13:08.39,6.00,13:13:07.76,-23.00,13:13:07.50,60.00,13:13:08.65,897.99,13:13:08.72,700.50,13:13:08.72,810.04,13:13:08.72,988.23
13:13:08.04,17.00,13:13:07.53,23.00,13:13:06.63,29.00,13:13:08.70,2.84,13:13:08.23,59.00,13:13:07.92,18.00,13:13:08.36,25.00,13:13:08.31,-3.00,13:13:08.75,1.62,13:13:08.31,59.00,13:13:08.47,20.00,13:13:07.79,-22.00,13:13:07.64,59.00,13:13:08.75,855.69,13:13:08.76,743.27,13:13:08.76,882.35,13:13:08.76,989.49
13:13:08.17,16.00,13:13:07.64,21.00,13:13:06.82,29.00,13:13:08.78,2.77,13:13:08.25,58.00,13:13:08.09,18.00,13:13:08.45,25.30,13:13:08.45,-3.00,13:13:08.83,1.56,13:13:08.45,60.00,13:13:08.56,20.00,13:13:07.94,-22.10,13:13:07.65,58.00,13:13:08.83,762.02,13:13:08.84,877.45,13:13:08.84,863.26,13:13:08.84,991.50
13:13:08.37,16.00,13:13:07.73,22.00,13:13:06.85,30.00,13:13:08.89,2.66,13:13:08.50,56.00,13:13:08.22,18.00,13:13:08.56,30.00,13:13:08.56,-4.00,13:13:08.90,1.48,13:13:08.53,59.00,13:13:08.65,20.00,13:13:07.98,-22.00,13:13:07.83,60.00,13:13:08.90,702.01,13:13:08.92,870.71,13:13:08.92,729.29,13:13:08.92,993.27
13:13:08.45,17.00,13:13:07.84,21.00,13:13:06.92,23.00,13:13:09.01,2.55,13:13:08.51,58.00,13:13:08.39,20.00,13:13:08.62,26.00,13:13:08.61,-5.00,13:13:08.97,1.42,13:13:08.58,59.00,13:13:08.75,20.00,13:13:08.14,-22.10,13:13:07.84,59.00,13:13:08.97,716.94,13:13:09.00,736.74,13:13:09.00,722.55,13:13:09.00,994.84
13:13:08.53,17.00,13:13:07.89,22.00,13:13:06.93,30.00,13:13:09.08,2.48,13:13:08.65,60.00,13:13:08.45,18.00,13:13:08.75,25.00,13:13:08.65,-3.00,13:13:09.06,1.34,13:13:08.72,59.00,13:13:08.84,20.00,13:13:08.22,-22.00,13:13:08.09,55.00,13:13:09.06,818.74,13:13:09.08,716.59,13:13:09.08,855.16,13:13:09.08,996.21
13:13:08.68,17.00,13:13:07.94,22.00,13:13:07.10,23.00,13:13:09.15,2.40,13:13:08.72,58.00,13:13:08.53,15.00,13:13:08.80,20.00,13:13:08.75,-3.00,13:13:09.14,1.28,13:13:08.76,59.00,13:13:08.92,20.00,13:13:08.36,-22.00,13:13:08.26,59.00,13:13:09.15,897.99,13:13:09.17,870.71,13:13:09.17,870.71,13:13:09.17,997.57
13:13:08.76,17.00,13:13:07.95,23.00,13:13:07.13,30.00,13:13:09.22,2.36,13:13:08.78,58.00,13:13:08.56,18.00,13:13:08.89,22.00,13:13:08.83,-5.00,13:13:09.19,1.24,13:13:08.83,60.00,13:13:09.01,20.00,13:13:08.37,-23.00,13:13:08.33,60.00,13:13:09.20,892.51,13:13:09.25,892.74,13:13:09.25,762.60,13:13:09.25,998.31
13:13:08.92,17.00,13:13:07.98,22.00,13:13:07.28,30.00,13:13:09.30,2.27,13:13:08.87,53.00,13:13:08.65,15.00,13:13:09.06,26.00,13:13:08.97,-3.00,13:13:09.30,1.15,13:13:08.93,57.00,13:13:09.08,5.00,13:13:08.53,-22.00,13:13:08.47,59.00,13:13:09.31,781.26,13:13:09.33,744.84,13:13:09.33,716.59,13:13:09.33,999.17
13:13:09.09,16.50,13:13:08.14,22.00,13:13:07.34,30.00,13:13:09.39,2.19,13:13:08.90,58.00,13:13:08.86,20.00,13:13:09.17,20.00,13:13:09.08,0.00,13:13:09.42,1.05,13:13:09.11,60.00,13:13:09.17,5.62,13:13:08.61,-23.00,13:13:08.65,53.00,13:13:09.45,707.49,13:13:09.45,780.03,13:13:09.45,897.99,13:13:09.45,999.85
13:13:09.12,16.00,13:13:08.25,21.00,13:13:07.53,23.00,13:13:09.53,2.09,13:13:09.01,60.00,13:13:08.87,18.00,13:13:09.26,22.00,13:13:09.19,-5.00,13:13:09.54,0.95,13:13:09.14,57.00,13:13:09.20,5.00,13:13:08.72,-21.00,13:13:08.72,58.00,13:13:09.56,818.74,13:13:09.56,896.03,13:13:09.56,772.10,13:13:09.56,1000.00
13:13:09.22,17.00,13:13:08.36,23.00,13:13:07.56,30.00,13:13:09.65,1.96,13:13:09.14,58.00,13:13:09.04,20.00,13:13:09.45,22.00,13:13:09.28,-3.00,13:13:09.67,0.86,13:13:09.20,59.00,13:13:09.37,5.00,13:13:08.80,-22.10,13:13:08.92,58.00,13:13:09.69,898.23,13:13:09.69,712.37,13:13:09.69,751.82,13:13:09.69,999.66
13:13:09.36,30.00,13:13:08.51,22.00,13:13:07.68,29.00,13:13:09.77,1.87,13:13:09.26,53.00,13:13:09.11,18.00,13:13:09.59,26.00,13:13:09.39,-4.00,13:13:09.78,0.79,13:13:09.31,59.00,13:13:09.51,20.30,13:13:08.84,-22.00,13:13:08.97,60.00,13:13:09.83,762.02,13:13:09.83,855.16,13:13:09.83,883.41,13:13:09.83,998.64
13:13:09.37,17.00,13:13:08.58,22.00,13:13:07.70,30.00,13:13:09.86,1.79,13:13:09.36,58.00,13:13:09.28,15.00,13:13:09.83,26.00,13:13:09.59,-4.00,13:13:09.94,0.69,13:13:09.39,58.00,13:13:09.70,5.62,13:13:08.93,-23.00,13:13:09.14,56.00,13:13:09.99,716.94,13:13:09.99,789.96,13:13:09.99,700.50,13:13:09.99,996.93
13:13:09.56,30.00,13:13:08.75,22.00,13:13:07.95,23.00,13:13:09.99,1.69,13:13:09.42,60.00,13:13:09.36,18.00,13:13:09.91,30.00,13:13:09.65,-1.00,13:13:10.03,0.63,13:13:09.56,57.00,13:13:09.83,6.00,13:13:09.04,-22.00,13:13:09.17,60.00,13:13:10.11,870.26,13:13:10.11,760.86,13:13:10.12,899.50,13:13:10.12,994.25
