engine_chamber_pressure_time,engine_chamber_pressure,ethanol_injector_pressure_time,ethanol_injector_pressure,ethanol_injector_temperature_time,ethanol_injector_temperature,ethanol_tank_mass_time,ethanol_tank_mass,ethanol_tank_pressure_time,ethanol_tank_pressure,ethanol_tank_temperature_time,ethanol_tank_temperature,N2O_injector_pressure_time,N2O_injector_pressure,N2O_injector_temperature_time,N2O_injector_temperature,N2O_tank_mass_time,N2O_tank_mass,N2O_tank_pressure_time,N2O_tank_pressure,N2O_tank_temperature_bot_time,N2O_tank_temperature_bot,N2O_tank_temperature_top_time,N2O_tank_temperature_top,nitrogen_tank_pressure_time,nitrogen_tank_pressure,thrust1_time,thrust1,thrust2_time,thrust2,thrust3_time,thrust3,thrust4_time,thrust4
13:59:20.89,17.00,13:59:20.85,22.00,13:59:20.89,30.00,13:59:20.89,10.00,13:59:20.89,59.00,13:59:20.89,18.00,13:59:20.89,25.00,13:59:20.85,-3.00,13:59:20.87,10.00,13:59:20.87,58.00,13:59:20.87,20.00,13:59:20.87,-22.00,13:59:20.87,55.00,13:59:20.87,883.06,13:59:20.87,810.04,13:59:20.87,700.50,13:59:20.87,300.07
13:59:20.89,17.00,13:59:20.85,22.00,13:59:20.89,30.00,13:59:20.89,10.00,13:59:20.89,59.00,13:59:20.89,18.00,13:59:20.89,25.00,13:59:20.89,-5.00,13:59:20.89,10.00,13:59:20.89,59.00,13:59:20.87,20.00,13:59:20.87,-22.00,13:59:20.89,60.00,13:59:20.89,897.99,13:59:20.89,753.48,13:59:20.89,711.48,13:59:20.89,300.15
13:59:20.89,17.00,13:59:20.92,22.10,13:59:20.89,30.00,13:59:20.92,10.00,13:59:20.92,58.00,13:59:20.92,15.00,13:59:20.92,26.00,13:59:20.92,-4.00,13:59:20.92,10.00,13:59:20.92,58.00,13:59:20.92,6.00,13:59:20.87,-22.00,13:59:20.89,60.00,13:59:20.92,900.00,13:59:20.92,729.29,13:59:20.92,729.29,13:59:20.92,300.21
13:59:20.89,17.00,13:59:20.92,22.10,13:59:20.89,30.00,13:59:20.92,10.00,13:59:20.92,58.00,13:59:20.92,15.00,13:59:20.92,26.00,13:59:20.92,-4.00,13:59:20.92,10.00,13:59:20.92,58.00,13:59:20.92,6.00,13:59:20.87,-22.00,13:59:20.89,60.00,13:59:20.92,900.00,13:59:20.92,729.29,13:59:20.92,729.29,13:59:20.92,300.21
13:59:20.93,16.00,13:59:20.93,22.00,13:59:20.89,30.00,13:59:20.93,10.00,13:59:20.93,60.00,13:59:20.93,18.00,13:59:20.93,25.00,13:59:20.93,-3.00,13:59:20.93,10.00,13:59:20.93,59.00,13:59:20.93,20.10,13:59:20.93,-22.10,13:59:20.89,60.00,13:59:20.93,898.23,13:59:20.93,712.37,13:59:20.93,751.82,13:59:20.93,300.27
13:59:20.95,17.00,13:59:20.95,23.00,13:59:20.95,23.00,13:59:20.95,10.00,13:59:20.93,60.00,13:59:20.93,18.00,13:59:20.95,25.30,13:59:20.93,-3.00,13:59:20.95,10.00,13:59:20.95,60.00,13:59:20.95,20.30,13:59:20.95,-22.00,13:59:20.89,60.00,13:59:20.95,892.51,13:59:20.95,702.01,13:59:20.95,780.03,13:59:20.95,300.34
13:59:20.95,17.00,13:59:20.95,23.00,13:59:20.95,23.00,13:59:20.95,10.00,13:59:20.93,60.00,13:59:20.93,18.00,13:59:20.95,25.30,13:59:20.93,-3.00,13:59:20.95,10.00,13:59:20.95,60.00,13:59:20.95,20.30,13:59:20.95,-22.00,13:59:20.89,60.00,13:59:20.95,892.51,13:59:20.95,702.01,13:59:20.95,780.03,13:59:20.95,300.34
13:59:20.95,17.00,13:59:20.95,23.00,13:59:20.95,23.00,13:59:20.95,10.00,13:59:20.93,60.00,13:59:20.93,18.00,13:59:20.95,25.30,13:59:20.93,-3.00,13:59:20.95,10.00,13:59:20.95,60.00,13:59:20.95,20.30,13:59:20.95,-22.00,13:59:20.89,60.00,13:59:20.95,892.51,13:59:20.95,702.01,13:59:20.95,780.03,13:59:20.95,300.34
13:59:20.95,17.00,13:59:20.96,22.00,13:59:20.96,30.00,13:59:20.96,10.00,13:59:20.93,60.00,13:59:20.93,18.00,13:59:20.96,26.00,13:59:20.96,-1.00,13:59:20.96,10.00,13:59:20.95,60.00,13:59:20.96,5.62,13:59:20.96,-23.00,13:59:20.89,60.00,13:59:20.96,883.06,13:59:20.96,700.50,13:59:20.96,810.04,13:59:20.96,300.43
13:59:20.95,17.00,13:59:20.96,22.00,13:59:20.96,30.00,13:59:20.96,10.00,13:59:20.93,60.00,13:59:20.93,18.00,13:59:20.96,26.00,13:59:20.96,-1.00,13:59:20.96,10.00,13:59:20.95,60.00,13:59:20.96,5.62,13:59:20.96,-23.00,13:59:20.89,60.00,13:59:20.96,883.06,13:59:20.96,700.50,13:59:20.96,810.04,13:59:20.96,300.43
13:59:21.00,16.00,13:59:20.96,22.00,13:59:20.96,30.00,13:59:21.00,9.99,13:59:20.93,60.00,13:59:20.93,18.00,13:59:21.00,25.00,13:59:21.00,-3.00,13:59:20.98,9.99,13:59:20.95,60.00,13:59:20.98,20.00,13:59:20.98,-22.00,13:59:20.89,60.00,13:59:20.98,855.69,13:59:20.98,722.55,13:59:20.98,863.26,13:59:20.98,300.61
13:59:21.00,16.00,13:59:20.96,22.00,13:59:20.96,30.00,13:59:21.00,9.99,13:59:21.00,53.00,13:59:21.00,20.00,13:59:21.00,25.00,13:59:21.00,-3.00,13:59:21.00,9.99,13:59:20.95,60.00,13:59:21.00,5.00,13:59:20.98,-22.00,13:59:20.89,60.00,13:59:21.00,837.98,13:59:21.00,744.84,13:59:21.00,883.41,13:59:21.00,300.72
13:59:21.00,16.00,13:59:20.96,22.00,13:59:20.96,30.00,13:59:21.00,9.99,13:59:21.00,53.00,13:59:21.00,20.00,13:59:21.00,25.00,13:59:21.00,-3.00,13:59:21.00,9.99,13:59:20.95,60.00,13:59:21.00,5.00,13:59:20.98,-22.00,13:59:20.89,60.00,13:59:21.00,837.98,13:59:21.00,744.84,13:59:21.00,883.41,13:59:21.00,300.72
13:59:21.00,16.00,13:59:20.96,22.00,13:59:20.96,30.00,13:59:21.01,9.99,13:59:21.01,60.00,13:59:21.01,18.00,13:59:21.00,25.00,13:59:21.00,-3.00,13:59:21.01,9.99,13:59:21.01,53.00,13:59:21.01,20.00,13:59:20.98,-22.00,13:59:21.01,53.00,13:59:21.01,819.97,13:59:21.01,770.30,13:59:21.01,895.49,13:59:21.01,300.83
13:59:21.00,16.00,13:59:20.96,22.00,13:59:20.96,30.00,13:59:21.01,9.99,13:59:21.01,60.00,13:59:21.01,18.00,13:59:21.00,25.00,13:59:21.00,-3.00,13:59:21.01,9.99,13:59:21.01,53.00,13:59:21.01,20.00,13:59:20.98,-22.00,13:59:21.01,53.00,13:59:21.01,819.97,13:59:21.01,770.30,13:59:21.01,895.49,13:59:21.01,300.83
13:59:21.04,17.00,13:59:21.04,21.00,13:59:20.96,30.00,13:59:21.04,9.99,13:59:21.04,58.00,13:59:21.01,18.00,13:59:21.04,30.00,13:59:21.04,-4.00,13:59:21.04,9.99,13:59:21.04,59.00,13:59:21.04,5.00,13:59:20.98,-22.00,13:59:21.04,59.00,13:59:21.04,781.26,13:59:21.04,827.90,13:59:21.04,896.03,13:59:21.04,301.08
13:59:21.04,17.00,13:59:21.04,21.00,13:59:20.96,30.00,13:59:21.04,9.99,13:59:21.04,58.00,13:59:21.01,18.00,13:59:21.04,30.00,13:59:21.04,-4.00,13:59:21.04,9.99,13:59:21.04,59.00,13:59:21.04,5.00,13:59:20.98,-22.00,13:59:21.04,59.00,13:59:21.04,781.26,13:59:21.04,827.90,13:59:21.04,896.03,13:59:21.04,301.08
13:59:21.04,17.00,13:59:21.04,21.00,13:59:20.96,30.00,13:59:21.04,9.99,13:59:21.04,58.00,13:59:21.01,18.00,13:59:21.04,30.00,13:59:21.04,-4.00,13:59:21.04,9.99,13:59:21.04,59.00,13:59:21.04,5.00,13:59:20.98,-22.00,13:59:21.04,59.00,13:59:21.04,781.26,13:59:21.04,827.90,13:59:21.04,896.03,13:59:21.04,301.08
13:59:21.04,17.00,13:59:21.08,22.00,13:59:21.08,29.00,13:59:21.08,9.99,13:59:21.04,58.00,13:59:21.08,20.00,13:59:21.08,20.00,13:59:21.08,-3.00,13:59:21.08,9.99,13:59:21.08,57.00,13:59:21.08,20.00,13:59:21.08,-23.00,13:59:21.08,56.00,13:59:21.08,744.31,13:59:21.08,877.45,13:59:21.08,863.26,13:59:21.08,301.37
13:59:21.09,30.00,13:59:21.08,22.00,13:59:21.08,29.00,13:59:21.08,9.99,13:59:21.04,58.00,13:59:21.08,20.00,13:59:21.08,20.00,13:59:21.08,-3.00,13:59:21.08,9.99,13:59:21.08,57.00,13:59:21.08,20.00,13:59:21.08,-23.00,13:59:21.08,56.00,13:59:21.08,744.31,13:59:21.08,877.45,13:59:21.08,863.26,13:59:21.08,301.37
13:59:21.09,30.00,13:59:21.08,22.00,13:59:21.08,29.00,13:59:21.08,9.99,13:59:21.04,58.00,13:59:21.08,20.00,13:59:21.08,20.00,13:59:21.08,-3.00,13:59:21.08,9.99,13:59:21.08,57.00,13:59:21.08,20.00,13:59:21.08,-23.00,13:59:21.08,56.00,13:59:21.08,744.31,13:59:21.08,877.45,13:59:21.08,863.26,13:59:21.08,301.37
13:59:21.09,30.00,13:59:21.08,22.00,13:59:21.08,29.00,13:59:21.09,9.99,13:59:21.09,59.00,13:59:21.09,18.00,13:59:21.09,25.00,13:59:21.09,-5.00,13:59:21.09,9.98,13:59:21.09,58.00,13:59:21.09,6.00,13:59:21.09,-22.00,13:59:21.09,55.00,13:59:21.09,729.74,13:59:21.09,892.02,13:59:21.09,839.14,13:59:21.09,301.52
13:59:21.12,17.00,13:59:21.12,22.10,13:59:21.12,30.00,13:59:21.12,9.98,13:59:21.12,58.00,13:59:21.12,15.00,13:59:21.12,25.00,13:59:21.12,-3.00,13:59:21.12,9.98,13:59:21.12,58.00,13:59:21.12,20.30,13:59:21.09,-22.00,13:59:21.12,60.00,13:59:21.12,707.49,13:59:21.12,897.99,13:59:21.12,780.03,13:59:21.12,301.87
13:59:21.12,17.00,13:59:21.12,22.10,13:59:21.12,30.00,13:59:21.12,9.98,13:59:21.12,58.00,13:59:21.12,15.00,13:59:21.12,25.00,13:59:21.12,-3.00,13:59:21.12,9.98,13:59:21.12,58.00,13:59:21.12,20.30,13:59:21.09,-22.00,13:59:21.12,60.00,13:59:21.12,707.49,13:59:21.12,897.99,13:59:21.12,780.03,13:59:21.12,301.87
13:59:21.12,17.00,13:59:21.12,22.10,13:59:21.12,30.00,13:59:21.12,9.98,13:59:21.12,58.00,13:59:21.12,15.00,13:59:21.12,25.00,13:59:21.12,-3.00,13:59:21.12,9.98,13:59:21.12,58.00,13:59:21.12,20.30,13:59:21.09,-22.00,13:59:21.12,60.00,13:59:21.12,707.49,13:59:21.12,897.99,13:59:21.12,780.03,13:59:21.12,301.87
13:59:21.16,17.00,13:59:21.16,23.00,13:59:21.16,23.00,13:59:21.16,9.98,13:59:21.14,60.00,13:59:21.14,18.00,13:59:21.14,26.00,13:59:21.14,-1.00,13:59:21.14,9.98,13:59:21.14,60.00,13:59:21.14,20.00,13:59:21.09,-22.00,13:59:21.12,60.00,13:59:21.14,700.00,13:59:21.14,870.71,13:59:21.14,729.29,13:59:21.14,302.24
13:59:21.16,17.00,13:59:21.16,23.00,13:59:21.16,23.00,13:59:21.16,9.98,13:59:21.14,60.00,13:59:21.14,18.00,13:59:21.14,26.00,13:59:21.14,-1.00,13:59:21.14,9.98,13:59:21.14,60.00,13:59:21.14,20.00,13:59:21.09,-22.00,13:59:21.12,60.00,13:59:21.14,700.00,13:59:21.14,870.71,13:59:21.14,729.29,13:59:21.14,302.24
13:59:21.16,17.00,13:59:21.16,23.00,13:59:21.16,23.00,13:59:21.16,9.98,13:59:21.14,60.00,13:59:21.14,18.00,13:59:21.14,26.00,13:59:21.14,-1.00,13:59:21.14,9.98,13:59:21.14,60.00,13:59:21.14,20.00,13:59:21.09,-22.00,13:59:21.12,60.00,13:59:21.14,700.00,13:59:21.14,870.71,13:59:21.14,729.29,13:59:21.14,302.24
13:59:21.16,17.00,13:59:21.16,23.00,13:59:21.16,23.00,13:59:21.16,9.98,13:59:21.14,60.00,13:59:21.14,18.00,13:59:21.14,26.00,13:59:21.14,-1.00,13:59:21.14,9.98,13:59:21.14,60.00,13:59:21.14,20.00,13:59:21.09,-22.00,13:59:21.12,60.00,13:59:21.14,700.00,13:59:21.14,870.71,13:59:21.14,729.29,13:59:21.14,302.24
13:59:21.16,17.00,13:59:21.17,22.00,13:59:21.17,30.00,13:59:21.17,9.98,13:59:21.14,60.00,13:59:21.14,18.00,13:59:21.17,25.00,13:59:21.17,-3.00,13:59:21.17,9.97,13:59:21.14,60.00,13:59:21.14,20.00,13:59:21.09,-22.00,13:59:21.12,60.00,13:59:21.17,707.49,13:59:21.17,819.97,13:59:21.17,702.01,13:59:21.17,302.64
13:59:21.20,16.00,13:59:21.17,22.00,13:59:21.17,30.00,13:59:21.17,9.98,13:59:21.14,60.00,13:59:21.14,18.00,13:59:21.17,25.00,13:59:21.17,-3.00,13:59:21.17,9.97,13:59:21.14,60.00,13:59:21.14,20.00,13:59:21.09,-22.00,13:59:21.12,60.00,13:59:21.17,707.49,13:59:21.17,819.97,13:59:21.17,702.01,13:59:21.17,302.64
13:59:21.20,16.00,13:59:21.17,22.00,13:59:21.17,30.00,13:59:21.17,9.98,13:59:21.14,60.00,13:59:21.14,18.00,13:59:21.17,25.00,13:59:21.17,-3.00,13:59:21.17,9.97,13:59:21.14,60.00,13:59:21.14,20.00,13:59:21.09,-22.00,13:59:21.12,60.00,13:59:21.17,707.49,13:59:21.17,819.97,13:59:21.17,702.01,13:59:21.17,302.64
13:59:21.20,16.00,13:59:21.17,22.00,13:59:21.17,30.00,13:59:21.20,9.98,13:59:21.20,53.00,13:59:21.20,20.00,13:59:21.17,25.00,13:59:21.17,-3.00,13:59:21.20,9.97,13:59:21.14,60.00,13:59:21.14,20.00,13:59:21.09,-22.00,13:59:21.12,60.00,13:59:21.20,716.94,13:59:21.20,789.96,13:59:21.20,700.50,13:59:21.20,302.86
13:59:21.24,17.00,13:59:21.17,22.00,13:59:21.17,30.00,13:59:21.22,9.97,13:59:21.22,60.00,13:59:21.22,18.00,13:59:21.17,25.00,13:59:21.17,-3.00,13:59:21.22,9.97,13:59:21.22,53.00,13:59:21.22,5.00,13:59:21.09,-22.00,13:59:21.22,53.00,13:59:21.22,728.85,13:59:21.22,762.60,13:59:21.22,707.26,13:59:21.22,303.07
13:59:21.24,17.00,13:59:21.17,22.00,13:59:21.17,30.00,13:59:21.22,9.97,13:59:21.22,60.00,13:59:21.22,18.00,13:59:21.17,25.00,13:59:21.17,-3.00,13:59:21.22,9.97,13:59:21.22,53.00,13:59:21.22,5.00,13:59:21.09,-22.00,13:59:21.22,53.00,13:59:21.22,728.85,13:59:21.22,762.60,13:59:21.22,707.26,13:59:21.22,303.07
13:59:21.24,17.00,13:59:21.24,21.00,13:59:21.17,30.00,13:59:21.24,9.97,13:59:21.24,58.00,13:59:21.22,18.00,13:59:21.17,25.00,13:59:21.17,-3.00,13:59:21.24,9.97,13:59:21.24,59.00,13:59:21.24,20.00,13:59:21.09,-22.00,13:59:21.24,59.00,13:59:21.24,762.02,13:59:21.24,716.59,13:59:21.24,744.84,13:59:21.24,303.55
13:59:21.24,17.00,13:59:21.24,21.00,13:59:21.17,30.00,13:59:21.24,9.97,13:59:21.24,58.00,13:59:21.22,18.00,13:59:21.17,25.00,13:59:21.17,-3.00,13:59:21.24,9.97,13:59:21.24,59.00,13:59:21.24,20.00,13:59:21.09,-22.00,13:59:21.24,59.00,13:59:21.24,762.02,13:59:21.24,716.59,13:59:21.24,744.84,13:59:21.24,303.55
13:59:21.24,17.00,13:59:21.24,21.00,13:59:21.17,30.00,13:59:21.24,9.97,13:59:21.24,58.00,13:59:21.22,18.00,13:59:21.17,25.00,13:59:21.17,-3.00,13:59:21.24,9.97,13:59:21.24,59.00,13:59:21.24,20.00,13:59:21.09,-22.00,13:59:21.24,59.00,13:59:21.24,762.02,13:59:21.24,716.59,13:59:21.24,744.84,13:59:21.24,303.55
13:59:21.27,16.00,13:59:21.27,23.00,13:59:21.17,30.00,13:59:21.27,9.97,13:59:21.24,58.00,13:59:21.27,20.00,13:59:21.17,25.00,13:59:21.27,-5.00,13:59:21.27,9.96,13:59:21.27,57.00,13:59:21.27,20.10,13:59:21.27,-23.00,13:59:21.27,56.00,13:59:21.27,800.00,13:59:21.27,700.00,13:59:21.27,800.00,13:59:21.27,304.05
13:59:21.27,16.00,13:59:21.27,23.00,13:59:21.17,30.00,13:59:21.27,9.97,13:59:21.24,58.00,13:59:21.27,20.00,13:59:21.17,25.00,13:59:21.27,-5.00,13:59:21.27,9.96,13:59:21.27,57.00,13:59:21.27,20.10,13:59:21.27,-23.00,13:59:21.27,56.00,13:59:21.27,800.00,13:59:21.27,700.00,13:59:21.27,800.00,13:59:21.27,304.05
13:59:21.30,30.00,13:59:21.30,22.00,13:59:21.30,29.00,13:59:21.27,9.97,13:59:21.24,58.00,13:59:21.27,20.00,13:59:21.17,25.00,13:59:21.27,-5.00,13:59:21.27,9.96,13:59:21.27,57.00,13:59:21.27,20.10,13:59:21.28,-22.00,13:59:21.28,55.00,13:59:21.28,818.74,13:59:21.28,703.97,13:59:21.28,827.90,13:59:21.28,304.31
13:59:21.30,30.00,13:59:21.30,22.00,13:59:21.30,29.00,13:59:21.30,9.96,13:59:21.30,59.00,13:59:21.30,18.00,13:59:21.30,26.00,13:59:21.30,-4.00,13:59:21.30,9.96,13:59:21.30,59.00,13:59:21.30,5.62,13:59:21.28,-22.00,13:59:21.30,60.00,13:59:21.30,837.98,13:59:21.30,716.59,13:59:21.30,855.16,13:59:21.30,304.59
13:59:21.33,17.00,13:59:21.30,22.00,13:59:21.32,30.00,13:59:21.32,9.96,13:59:21.30,59.00,13:59:21.30,18.00,13:59:21.32,25.00,13:59:21.32,-3.00,13:59:21.30,9.96,13:59:21.30,59.00,13:59:21.30,5.62,13:59:21.28,-22.00,13:59:21.30,60.00,13:59:21.30,837.98,13:59:21.30,716.59,13:59:21.30,855.16,13:59:21.30,304.59
13:59:21.33,17.00,13:59:21.30,22.00,13:59:21.32,30.00,13:59:21.32,9.96,13:59:21.30,59.00,13:59:21.30,18.00,13:59:21.32,25.00,13:59:21.32,-3.00,13:59:21.30,9.96,13:59:21.30,59.00,13:59:21.30,5.62,13:59:21.28,-22.00,13:59:21.30,60.00,13:59:21.30,837.98,13:59:21.30,716.59,13:59:21.30,855.16,13:59:21.30,304.59
13:59:21.33,17.00,13:59:21.33,22.10,13:59:21.32,30.00,13:59:21.33,9.96,13:59:21.33,58.00,13:59:21.33,15.00,13:59:21.33,25.30,13:59:21.32,-3.00,13:59:21.33,9.95,13:59:21.33,58.00,13:59:21.33,20.00,13:59:21.28,-22.00,13:59:21.30,60.00,13:59:21.33,855.69,13:59:21.33,736.74,13:59:21.33,877.45,13:59:21.33,304.88
13:59:21.33,17.00,13:59:21.33,22.10,13:59:21.32,30.00,13:59:21.33,9.96,13:59:21.33,58.00,13:59:21.33,15.00,13:59:21.33,25.30,13:59:21.32,-3.00,13:59:21.33,9.95,13:59:21.33,58.00,13:59:21.33,20.00,13:59:21.28,-22.00,13:59:21.30,60.00,13:59:21.33,855.69,13:59:21.33,736.74,13:59:21.33,877.45,13:59:21.33,304.88
13:59:21.36,17.00,13:59:21.35,22.00,13:59:21.32,30.00,13:59:21.35,9.96,13:59:21.35,60.00,13:59:21.35,18.00,13:59:21.35,26.00,13:59:21.35,-1.00,13:59:21.35,9.95,13:59:21.35,59.00,13:59:21.35,5.00,13:59:21.35,-22.10,13:59:21.30,60.00,13:59:21.35,870.26,13:59:21.35,760.86,13:59:21.35,892.02,13:59:21.35,305.46
13:59:21.38,17.00,13:59:21.36,23.00,13:59:21.36,23.00,13:59:21.36,9.96,13:59:21.35,60.00,13:59:21.35,18.00,13:59:21.36,22.00,13:59:21.36,0.00,13:59:21.36,9.95,13:59:21.36,60.00,13:59:21.36,20.00,13:59:21.36,-22.00,13:59:21.30,60.00,13:59:21.36,883.06,13:59:21.36,789.96,13:59:21.36,899.50,13:59:21.35,305.46
13:59:21.38,17.00,13:59:21.36,23.00,13:59:21.36,23.00,13:59:21.36,9.96,13:59:21.35,60.00,13:59:21.35,18.00,13:59:21.36,22.00,13:59:21.36,0.00,13:59:21.36,9.95,13:59:21.36,60.00,13:59:21.36,20.00,13:59:21.36,-22.00,13:59:21.30,60.00,13:59:21.36,883.06,13:59:21.36,789.96,13:59:21.36,899.50,13:59:21.35,305.46
13:59:21.38,17.00,13:59:21.38,22.00,13:59:21.38,30.00,13:59:21.38,9.95,13:59:21.35,60.00,13:59:21.35,18.00,13:59:21.38,25.00,13:59:21.38,-3.00,13:59:21.38,9.94,13:59:21.36,60.00,13:59:21.36,20.00,13:59:21.38,-23.00,13:59:21.30,60.00,13:59:21.38,892.51,13:59:21.38,819.97,13:59:21.38,897.99,13:59:21.38,305.77
13:59:21.39,16.00,13:59:21.38,22.00,13:59:21.38,30.00,13:59:21.39,9.95,13:59:21.39,53.00,13:59:21.39,20.00,13:59:21.38,25.00,13:59:21.38,-3.00,13:59:21.39,9.94,13:59:21.36,60.00,13:59:21.36,20.00,13:59:21.39,-22.00,13:59:21.30,60.00,13:59:21.39,900.00,13:59:21.39,870.71,13:59:21.39,870.71,13:59:21.39,306.41
13:59:21.39,16.00,13:59:21.38,22.00,13:59:21.38,30.00,13:59:21.39,9.95,13:59:21.39,53.00,13:59:21.39,20.00,13:59:21.38,25.00,13:59:21.38,-3.00,13:59:21.39,9.94,13:59:21.36,60.00,13:59:21.36,20.00,13:59:21.39,-22.00,13:59:21.30,60.00,13:59:21.39,900.00,13:59:21.39,870.71,13:59:21.39,870.71,13:59:21.39,306.41
13:59:21.39,16.00,13:59:21.38,22.00,13:59:21.38,30.00,13:59:21.39,9.95,13:59:21.39,53.00,13:59:21.39,20.00,13:59:21.38,25.00,13:59:21.38,-3.00,13:59:21.39,9.94,13:59:21.36,60.00,13:59:21.36,20.00,13:59:21.39,-22.00,13:59:21.30,60.00,13:59:21.39,900.00,13:59:21.39,870.71,13:59:21.39,870.71,13:59:21.39,306.41
13:59:21.39,16.00,13:59:21.38,22.00,13:59:21.38,30.00,13:59:21.43,9.95,13:59:21.43,60.00,13:59:21.43,18.00,13:59:21.43,30.00,13:59:21.43,-4.00,13:59:21.43,9.94,13:59:21.43,53.00,13:59:21.36,20.00,13:59:21.39,-22.00,13:59:21.43,53.00,13:59:21.43,898.23,13:59:21.43,887.63,13:59:21.43,848.18,13:59:21.43,306.73
